main_term,path,full_term,level,type,value,code
Repair,Repair > Spinal Cord > Lumbar,Repair > Spinal Cord > Lumbar,2,codes,,00QY
Repair,Repair > Spinal Cord > Thoracic,Repair > Spinal Cord > Thoracic,2,codes,,00QX
Repair,Repair > Spinal Meninges,Repair > Spinal Meninges,1,codes,,00QT
Repair,Repair > Spleen,Repair > Spleen,1,codes,,07QP
Repair,Repair > Sternum,Repair > Sternum,1,codes,,0PQ0
Repair,Repair > Stomach,Repair > Stomach,1,codes,,0DQ6
Repair,Repair > Stomach > Pylorus,Repair > Stomach > Pylorus,2,codes,,0DQ7
Repair,Repair > Subcutaneous Tissue and Fascia > Abdomen,Repair > Subcutaneous Tissue and Fascia > Abdomen,2,codes,,0JQ8
Repair,Repair > Subcutaneous Tissue and Fascia > Back,Repair > Subcutaneous Tissue and Fascia > Back,2,codes,,0JQ7
Repair,Repair > Subcutaneous Tissue and Fascia > Buttock,Repair > Subcutaneous Tissue and Fascia > Buttock,2,codes,,0JQ9
Repair,Repair > Subcutaneous Tissue and Fascia > Chest,Repair > Subcutaneous Tissue and Fascia > Chest,2,codes,,0JQ6
Repair,Repair > Subcutaneous Tissue and Fascia > Face,Repair > Subcutaneous Tissue and Fascia > Face,2,codes,,0JQ1
Repair,Repair > Subcutaneous Tissue and Fascia > Foot > Left,Repair > Subcutaneous Tissue and Fascia > Foot > Left,3,codes,,0JQR
Repair,Repair > Subcutaneous Tissue and Fascia > Foot > Right,Repair > Subcutaneous Tissue and Fascia > Foot > Right,3,codes,,0JQQ
Repair,Repair > Subcutaneous Tissue and Fascia > Hand > Left,Repair > Subcutaneous Tissue and Fascia > Hand > Left,3,codes,,0JQK
Repair,Repair > Subcutaneous Tissue and Fascia > Hand > Right,Repair > Subcutaneous Tissue and Fascia > Hand > Right,3,codes,,0JQJ
Repair,Repair > Subcutaneous Tissue and Fascia > Lower Arm > Left,Repair > Subcutaneous Tissue and Fascia > Lower Arm > Left,3,codes,,0JQH
Repair,Repair > Subcutaneous Tissue and Fascia > Lower Arm > Right,Repair > Subcutaneous Tissue and Fascia > Lower Arm > Right,3,codes,,0JQG
Repair,Repair > Subcutaneous Tissue and Fascia > Lower Leg > Left,Repair > Subcutaneous Tissue and Fascia > Lower Leg > Left,3,codes,,0JQP
Repair,Repair > Subcutaneous Tissue and Fascia > Lower Leg > Right,Repair > Subcutaneous Tissue and Fascia > Lower Leg > Right,3,codes,,0JQN
Repair,Repair > Subcutaneous Tissue and Fascia > Neck > Left,Repair > Subcutaneous Tissue and Fascia > Neck > Left,3,codes,,0JQ5
Repair,Repair > Subcutaneous Tissue and Fascia > Neck > Right,Repair > Subcutaneous Tissue and Fascia > Neck > Right,3,codes,,0JQ4
Repair,Repair > Subcutaneous Tissue and Fascia > Pelvic Region,Repair > Subcutaneous Tissue and Fascia > Pelvic Region,2,codes,,0JQC
Repair,Repair > Subcutaneous Tissue and Fascia > Perineum,Repair > Subcutaneous Tissue and Fascia > Perineum,2,codes,,0JQB
Repair,Repair > Subcutaneous Tissue and Fascia > Scalp,Repair > Subcutaneous Tissue and Fascia > Scalp,2,codes,,0JQ0
Repair,Repair > Subcutaneous Tissue and Fascia > Upper Arm > Left,Repair > Subcutaneous Tissue and Fascia > Upper Arm > Left,3,codes,,0JQF
Repair,Repair > Subcutaneous Tissue and Fascia > Upper Arm > Right,Repair > Subcutaneous Tissue and Fascia > Upper Arm > Right,3,codes,,0JQD
Repair,Repair > Subcutaneous Tissue and Fascia > Upper Leg > Left,Repair > Subcutaneous Tissue and Fascia > Upper Leg > Left,3,codes,,0JQM
Repair,Repair > Subcutaneous Tissue and Fascia > Upper Leg > Right,Repair > Subcutaneous Tissue and Fascia > Upper Leg > Right,3,codes,,0JQL
Repair,Repair > Tarsal > Left,Repair > Tarsal > Left,2,codes,,0QQM
Repair,Repair > Tarsal > Right,Repair > Tarsal > Right,2,codes,,0QQL
Repair,Repair > Tendon > Abdomen > Left,Repair > Tendon > Abdomen > Left,3,codes,,0LQG
Repair,Repair > Tendon > Abdomen > Right,Repair > Tendon > Abdomen > Right,3,codes,,0LQF
Repair,Repair > Tendon > Ankle > Left,Repair > Tendon > Ankle > Left,3,codes,,0LQT
Repair,Repair > Tendon > Ankle > Right,Repair > Tendon > Ankle > Right,3,codes,,0LQS
Repair,Repair > Tendon > Foot > Left,Repair > Tendon > Foot > Left,3,codes,,0LQW
Repair,Repair > Tendon > Foot > Right,Repair > Tendon > Foot > Right,3,codes,,0LQV
Repair,Repair > Tendon > Hand > Left,Repair > Tendon > Hand > Left,3,codes,,0LQ8
Repair,Repair > Tendon > Hand > Right,Repair > Tendon > Hand > Right,3,codes,,0LQ7
Repair,Repair > Tendon > Head and Neck,Repair > Tendon > Head and Neck,2,codes,,0LQ0
Repair,Repair > Tendon > Hip > Left,Repair > Tendon > Hip > Left,3,codes,,0LQK
Repair,Repair > Tendon > Hip > Right,Repair > Tendon > Hip > Right,3,codes,,0LQJ
Repair,Repair > Tendon > Knee > Left,Repair > Tendon > Knee > Left,3,codes,,0LQR
Repair,Repair > Tendon > Knee > Right,Repair > Tendon > Knee > Right,3,codes,,0LQQ
Repair,Repair > Tendon > Lower Arm and Wrist > Left,Repair > Tendon > Lower Arm and Wrist > Left,3,codes,,0LQ6
Repair,Repair > Tendon > Lower Arm and Wrist > Right,Repair > Tendon > Lower Arm and Wrist > Right,3,codes,,0LQ5
Repair,Repair > Tendon > Lower Leg > Left,Repair > Tendon > Lower Leg > Left,3,codes,,0LQP
Repair,Repair > Tendon > Lower Leg > Right,Repair > Tendon > Lower Leg > Right,3,codes,,0LQN
Repair,Repair > Tendon > Perineum,Repair > Tendon > Perineum,2,codes,,0LQH
Repair,Repair > Tendon > Shoulder > Left,Repair > Tendon > Shoulder > Left,3,codes,,0LQ2
Repair,Repair > Tendon > Shoulder > Right,Repair > Tendon > Shoulder > Right,3,codes,,0LQ1
Repair,Repair > Tendon > Thorax > Left,Repair > Tendon > Thorax > Left,3,codes,,0LQD
Repair,Repair > Tendon > Thorax > Right,Repair > Tendon > Thorax > Right,3,codes,,0LQC
Repair,Repair > Tendon > Trunk > Left,Repair > Tendon > Trunk > Left,3,codes,,0LQB
Repair,Repair > Tendon > Trunk > Right,Repair > Tendon > Trunk > Right,3,codes,,0LQ9
Repair,Repair > Tendon > Upper Arm > Left,Repair > Tendon > Upper Arm > Left,3,codes,,0LQ4
Repair,Repair > Tendon > Upper Arm > Right,Repair > Tendon > Upper Arm > Right,3,codes,,0LQ3
Repair,Repair > Tendon > Upper Leg > Left,Repair > Tendon > Upper Leg > Left,3,codes,,0LQM
Repair,Repair > Tendon > Upper Leg > Right,Repair > Tendon > Upper Leg > Right,3,codes,,0LQL
Repair,Repair > Testis > Bilateral,Repair > Testis > Bilateral,2,codes,,0VQC
Repair,Repair > Testis > Left,Repair > Testis > Left,2,codes,,0VQB
Repair,Repair > Testis > Right,Repair > Testis > Right,2,codes,,0VQ9
Repair,Repair > Thalamus,Repair > Thalamus,1,codes,,00Q9
Repair,Repair > Thumb > Left,Repair > Thumb > Left,2,codes,,0XQM
Repair,Repair > Thumb > Right,Repair > Thumb > Right,2,codes,,0XQL
Repair,Repair > Thymus,Repair > Thymus,1,codes,,07QM
Repair,Repair > Thyroid Gland,Repair > Thyroid Gland,1,codes,,0GQK
Repair,Repair > Thyroid Gland > Left Lobe,Repair > Thyroid Gland > Left Lobe,2,codes,,0GQG
Repair,Repair > Thyroid Gland > Right Lobe,Repair > Thyroid Gland > Right Lobe,2,codes,,0GQH
Repair,Repair > Thyroid Gland Isthmus,Repair > Thyroid Gland Isthmus,1,codes,,0GQJ
Repair,Repair > Tibia > Left,Repair > Tibia > Left,2,codes,,0QQH
Repair,Repair > Tibia > Right,Repair > Tibia > Right,2,codes,,0QQG
Repair,Repair > Toe > 1st > Left,Repair > Toe > 1st > Left,3,codes,,0YQQ
Repair,Repair > Toe > 1st > Right,Repair > Toe > 1st > Right,3,codes,,0YQP
Repair,Repair > Toe > 2nd > Left,Repair > Toe > 2nd > Left,3,codes,,0YQS
Repair,Repair > Toe > 2nd > Right,Repair > Toe > 2nd > Right,3,codes,,0YQR
Repair,Repair > Toe > 3rd > Left,Repair > Toe > 3rd > Left,3,codes,,0YQU
Repair,Repair > Toe > 3rd > Right,Repair > Toe > 3rd > Right,3,codes,,0YQT
Repair,Repair > Toe > 4th > Left,Repair > Toe > 4th > Left,3,codes,,0YQW
Repair,Repair > Toe > 4th > Right,Repair > Toe > 4th > Right,3,codes,,0YQV
Repair,Repair > Toe > 5th > Left,Repair > Toe > 5th > Left,3,codes,,0YQY
Repair,Repair > Toe > 5th > Right,Repair > Toe > 5th > Right,3,codes,,0YQX
Repair,Repair > Toe Nail,Repair > Toe Nail,1,code,,0HQRXZZ
Repair,Repair > Tongue,Repair > Tongue,1,codes,,0CQ7
Repair,Repair > Tonsils,Repair > Tonsils,1,codes,,0CQP
Repair,Repair > Tooth > Lower,Repair > Tooth > Lower,2,codes,,0CQX
Repair,Repair > Tooth > Upper,Repair > Tooth > Upper,2,codes,,0CQW
Repair,Repair > Trachea,Repair > Trachea,1,codes,,0BQ1
Repair,Repair > Tunica Vaginalis > Left,Repair > Tunica Vaginalis > Left,2,codes,,0VQ7
Repair,Repair > Tunica Vaginalis > Right,Repair > Tunica Vaginalis > Right,2,codes,,0VQ6
Repair,"Repair > Turbinate, Nasal","Repair > Turbinate, Nasal",1,codes,,09QL
Repair,Repair > Tympanic Membrane > Left,Repair > Tympanic Membrane > Left,2,codes,,09Q8
Repair,Repair > Tympanic Membrane > Right,Repair > Tympanic Membrane > Right,2,codes,,09Q7
Repair,Repair > Ulna > Left,Repair > Ulna > Left,2,codes,,0PQL
Repair,Repair > Ulna > Right,Repair > Ulna > Right,2,codes,,0PQK
Repair,Repair > Ureter > Left,Repair > Ureter > Left,2,codes,,0TQ7
Repair,Repair > Ureter > Right,Repair > Ureter > Right,2,codes,,0TQ6
Repair,Repair > Urethra,Repair > Urethra,1,codes,,0TQD
Repair,Repair > Uterine Supporting Structure,Repair > Uterine Supporting Structure,1,codes,,0UQ4
Repair,Repair > Uterus,Repair > Uterus,1,codes,,0UQ9
Repair,Repair > Uvula,Repair > Uvula,1,codes,,0CQN
Repair,Repair > Vagina,Repair > Vagina,1,codes,,0UQG
Repair,Repair > Valve > Aortic,Repair > Valve > Aortic,2,codes,,02QF
Repair,Repair > Valve > Mitral,Repair > Valve > Mitral,2,codes,,02QG
Repair,Repair > Valve > Pulmonary,Repair > Valve > Pulmonary,2,codes,,02QH
Repair,Repair > Valve > Tricuspid,Repair > Valve > Tricuspid,2,codes,,02QJ
Repair,Repair > Vas Deferens > Bilateral,Repair > Vas Deferens > Bilateral,2,codes,,0VQQ
Repair,Repair > Vas Deferens > Left,Repair > Vas Deferens > Left,2,codes,,0VQP
Repair,Repair > Vas Deferens > Right,Repair > Vas Deferens > Right,2,codes,,0VQN
Repair,Repair > Vein > Axillary > Left,Repair > Vein > Axillary > Left,3,codes,,05Q8
Repair,Repair > Vein > Axillary > Right,Repair > Vein > Axillary > Right,3,codes,,05Q7
Repair,Repair > Vein > Azygos,Repair > Vein > Azygos,2,codes,,05Q0
Repair,Repair > Vein > Basilic > Left,Repair > Vein > Basilic > Left,3,codes,,05QC
Repair,Repair > Vein > Basilic > Right,Repair > Vein > Basilic > Right,3,codes,,05QB
Repair,Repair > Vein > Brachial > Left,Repair > Vein > Brachial > Left,3,codes,,05QA
Repair,Repair > Vein > Brachial > Right,Repair > Vein > Brachial > Right,3,codes,,05Q9
Repair,Repair > Vein > Cephalic > Left,Repair > Vein > Cephalic > Left,3,codes,,05QF
Repair,Repair > Vein > Cephalic > Right,Repair > Vein > Cephalic > Right,3,codes,,05QD
Repair,Repair > Vein > Colic,Repair > Vein > Colic,2,codes,,06Q7
Repair,Repair > Vein > Common Iliac > Left,Repair > Vein > Common Iliac > Left,3,codes,,06QD
Repair,Repair > Vein > Common Iliac > Right,Repair > Vein > Common Iliac > Right,3,codes,,06QC
Repair,Repair > Vein > Coronary,Repair > Vein > Coronary,2,codes,,02Q4
Repair,Repair > Vein > Esophageal,Repair > Vein > Esophageal,2,codes,,06Q3
Repair,Repair > Vein > External Iliac > Left,Repair > Vein > External Iliac > Left,3,codes,,06QG
Repair,Repair > Vein > External Iliac > Right,Repair > Vein > External Iliac > Right,3,codes,,06QF
Repair,Repair > Vein > External Jugular > Left,Repair > Vein > External Jugular > Left,3,codes,,05QQ
Repair,Repair > Vein > External Jugular > Right,Repair > Vein > External Jugular > Right,3,codes,,05QP
Repair,Repair > Vein > Face > Left,Repair > Vein > Face > Left,3,codes,,05QV
Repair,Repair > Vein > Face > Right,Repair > Vein > Face > Right,3,codes,,05QT
Repair,Repair > Vein > Femoral > Left,Repair > Vein > Femoral > Left,3,codes,,06QN
Repair,Repair > Vein > Femoral > Right,Repair > Vein > Femoral > Right,3,codes,,06QM
Repair,Repair > Vein > Foot > Left,Repair > Vein > Foot > Left,3,codes,,06QV
Repair,Repair > Vein > Foot > Right,Repair > Vein > Foot > Right,3,codes,,06QT
Repair,Repair > Vein > Gastric,Repair > Vein > Gastric,2,codes,,06Q2
Repair,Repair > Vein > Hand > Left,Repair > Vein > Hand > Left,3,codes,,05QH
Repair,Repair > Vein > Hand > Right,Repair > Vein > Hand > Right,3,codes,,05QG
Repair,Repair > Vein > Hemiazygos,Repair > Vein > Hemiazygos,2,codes,,05Q1
Repair,Repair > Vein > Hepatic,Repair > Vein > Hepatic,2,codes,,06Q4
Repair,Repair > Vein > Hypogastric > Left,Repair > Vein > Hypogastric > Left,3,codes,,06QJ
Repair,Repair > Vein > Hypogastric > Right,Repair > Vein > Hypogastric > Right,3,codes,,06QH
Repair,Repair > Vein > Inferior Mesenteric,Repair > Vein > Inferior Mesenteric,2,codes,,06Q6
Repair,Repair > Vein > Innominate > Left,Repair > Vein > Innominate > Left,3,codes,,05Q4
Repair,Repair > Vein > Innominate > Right,Repair > Vein > Innominate > Right,3,codes,,05Q3
Repair,Repair > Vein > Internal Jugular > Left,Repair > Vein > Internal Jugular > Left,3,codes,,05QN
Repair,Repair > Vein > Internal Jugular > Right,Repair > Vein > Internal Jugular > Right,3,codes,,05QM
Repair,Repair > Vein > Intracranial,Repair > Vein > Intracranial,2,codes,,05QL
Repair,Repair > Vein > Lower,Repair > Vein > Lower,2,codes,,06QY
Repair,Repair > Vein > Portal,Repair > Vein > Portal,2,codes,,06Q8
Repair,Repair > Vein > Pulmonary > Left,Repair > Vein > Pulmonary > Left,3,codes,,02QT
Repair,Repair > Vein > Pulmonary > Right,Repair > Vein > Pulmonary > Right,3,codes,,02QS
Repair,Repair > Vein > Renal > Left,Repair > Vein > Renal > Left,3,codes,,06QB
Repair,Repair > Vein > Renal > Right,Repair > Vein > Renal > Right,3,codes,,06Q9
Repair,Repair > Vein > Saphenous > Left,Repair > Vein > Saphenous > Left,3,codes,,06QQ
Repair,Repair > Vein > Saphenous > Right,Repair > Vein > Saphenous > Right,3,codes,,06QP
Repair,Repair > Vein > Splenic,Repair > Vein > Splenic,2,codes,,06Q1
Repair,Repair > Vein > Subclavian > Left,Repair > Vein > Subclavian > Left,3,codes,,05Q6
Repair,Repair > Vein > Subclavian > Right,Repair > Vein > Subclavian > Right,3,codes,,05Q5
Repair,Repair > Vein > Superior Mesenteric,Repair > Vein > Superior Mesenteric,2,codes,,06Q5
Repair,Repair > Vein > Upper,Repair > Vein > Upper,2,codes,,05QY
Repair,Repair > Vein > Vertebral > Left,Repair > Vein > Vertebral > Left,3,codes,,05QS
Repair,Repair > Vein > Vertebral > Right,Repair > Vein > Vertebral > Right,3,codes,,05QR
Repair,Repair > Vena Cava > Inferior,Repair > Vena Cava > Inferior,2,codes,,06Q0
Repair,Repair > Vena Cava > Superior,Repair > Vena Cava > Superior,2,codes,,02QV
Repair,Repair > Ventricle > Left,Repair > Ventricle > Left,2,codes,,02QL
Repair,Repair > Ventricle > Right,Repair > Ventricle > Right,2,codes,,02QK
Repair,Repair > Vertebra > Cervical,Repair > Vertebra > Cervical,2,codes,,0PQ3
Repair,Repair > Vertebra > Lumbar,Repair > Vertebra > Lumbar,2,codes,,0QQ0
Repair,Repair > Vertebra > Thoracic,Repair > Vertebra > Thoracic,2,codes,,0PQ4
Repair,Repair > Vesicle > Bilateral,Repair > Vesicle > Bilateral,2,codes,,0VQ3
Repair,Repair > Vesicle > Left,Repair > Vesicle > Left,2,codes,,0VQ2
Repair,Repair > Vesicle > Right,Repair > Vesicle > Right,2,codes,,0VQ1
Repair,Repair > Vitreous > Left,Repair > Vitreous > Left,2,code,,08Q53ZZ
Repair,Repair > Vitreous > Right,Repair > Vitreous > Right,2,code,,08Q43ZZ
Repair,Repair > Vocal Cord > Left,Repair > Vocal Cord > Left,2,codes,,0CQV
Repair,Repair > Vocal Cord > Right,Repair > Vocal Cord > Right,2,codes,,0CQT
Repair,Repair > Vulva,Repair > Vulva,1,codes,,0UQM
Repair,Repair > Wrist Region > Left,Repair > Wrist Region > Left,2,codes,,0XQH
Repair,Repair > Wrist Region > Right,Repair > Wrist Region > Right,2,codes,,0XQG
"Repair, obstetric laceration, periurethral","Repair, obstetric laceration, periurethral","Repair, obstetric laceration, periurethral",0,code,,0UQMXZZ
Replacement,Replacement > Acetabulum > Left,Replacement > Acetabulum > Left,2,codes,,0QR5
Replacement,Replacement > Acetabulum > Right,Replacement > Acetabulum > Right,2,codes,,0QR4
Replacement,Replacement > Ampulla of Vater,Replacement > Ampulla of Vater,1,codes,,0FRC
Replacement,Replacement > Anal Sphincter,Replacement > Anal Sphincter,1,codes,,0DRR
Replacement,Replacement > Aorta > Abdominal,Replacement > Aorta > Abdominal,2,codes,,04R0
Replacement,Replacement > Aorta > Thoracic > Ascending/Arch,Replacement > Aorta > Thoracic > Ascending/Arch,3,codes,,02RX
Replacement,Replacement > Aorta > Thoracic > Descending,Replacement > Aorta > Thoracic > Descending,3,codes,,02RW
Replacement,Replacement > Artery > Anterior Tibial > Left,Replacement > Artery > Anterior Tibial > Left,3,codes,,04RQ
Replacement,Replacement > Artery > Anterior Tibial > Right,Replacement > Artery > Anterior Tibial > Right,3,codes,,04RP
Replacement,Replacement > Artery > Axillary > Left,Replacement > Artery > Axillary > Left,3,codes,,03R6
Replacement,Replacement > Artery > Axillary > Right,Replacement > Artery > Axillary > Right,3,codes,,03R5
Replacement,Replacement > Artery > Brachial > Left,Replacement > Artery > Brachial > Left,3,codes,,03R8
Replacement,Replacement > Artery > Brachial > Right,Replacement > Artery > Brachial > Right,3,codes,,03R7
Replacement,Replacement > Artery > Celiac,Replacement > Artery > Celiac,2,codes,,04R1
Replacement,Replacement > Artery > Colic > Left,Replacement > Artery > Colic > Left,3,codes,,04R7
Replacement,Replacement > Artery > Colic > Middle,Replacement > Artery > Colic > Middle,3,codes,,04R8
Replacement,Replacement > Artery > Colic > Right,Replacement > Artery > Colic > Right,3,codes,,04R6
Replacement,Replacement > Artery > Common Carotid > Left,Replacement > Artery > Common Carotid > Left,3,codes,,03RJ
Replacement,Replacement > Artery > Common Carotid > Right,Replacement > Artery > Common Carotid > Right,3,codes,,03RH
Replacement,Replacement > Artery > Common Iliac > Left,Replacement > Artery > Common Iliac > Left,3,codes,,04RD
Replacement,Replacement > Artery > Common Iliac > Right,Replacement > Artery > Common Iliac > Right,3,codes,,04RC
Replacement,Replacement > Artery > External Carotid > Left,Replacement > Artery > External Carotid > Left,3,codes,,03RN
Replacement,Replacement > Artery > External Carotid > Right,Replacement > Artery > External Carotid > Right,3,codes,,03RM
Replacement,Replacement > Artery > External Iliac > Left,Replacement > Artery > External Iliac > Left,3,codes,,04RJ
Replacement,Replacement > Artery > External Iliac > Right,Replacement > Artery > External Iliac > Right,3,codes,,04RH
Replacement,Replacement > Artery > Face,Replacement > Artery > Face,2,codes,,03RR
Replacement,Replacement > Artery > Femoral > Left,Replacement > Artery > Femoral > Left,3,codes,,04RL
Replacement,Replacement > Artery > Femoral > Right,Replacement > Artery > Femoral > Right,3,codes,,04RK
Replacement,Replacement > Artery > Foot > Left,Replacement > Artery > Foot > Left,3,codes,,04RW
Replacement,Replacement > Artery > Foot > Right,Replacement > Artery > Foot > Right,3,codes,,04RV
Replacement,Replacement > Artery > Gastric,Replacement > Artery > Gastric,2,codes,,04R2
Replacement,Replacement > Artery > Hand > Left,Replacement > Artery > Hand > Left,3,codes,,03RF
Replacement,Replacement > Artery > Hand > Right,Replacement > Artery > Hand > Right,3,codes,,03RD
Replacement,Replacement > Artery > Hepatic,Replacement > Artery > Hepatic,2,codes,,04R3
Replacement,Replacement > Artery > Inferior Mesenteric,Replacement > Artery > Inferior Mesenteric,2,codes,,04RB
Replacement,Replacement > Artery > Innominate,Replacement > Artery > Innominate,2,codes,,03R2
Replacement,Replacement > Artery > Internal Carotid > Left,Replacement > Artery > Internal Carotid > Left,3,codes,,03RL
Replacement,Replacement > Artery > Internal Carotid > Right,Replacement > Artery > Internal Carotid > Right,3,codes,,03RK
Replacement,Replacement > Artery > Internal Iliac > Left,Replacement > Artery > Internal Iliac > Left,3,codes,,04RF
Replacement,Replacement > Artery > Internal Iliac > Right,Replacement > Artery > Internal Iliac > Right,3,codes,,04RE
Replacement,Replacement > Artery > Internal Mammary > Left,Replacement > Artery > Internal Mammary > Left,3,codes,,03R1
Replacement,Replacement > Artery > Internal Mammary > Right,Replacement > Artery > Internal Mammary > Right,3,codes,,03R0
Replacement,Replacement > Artery > Intracranial,Replacement > Artery > Intracranial,2,codes,,03RG
Replacement,Replacement > Artery > Lower,Replacement > Artery > Lower,2,codes,,04RY
Replacement,Replacement > Artery > Peroneal > Left,Replacement > Artery > Peroneal > Left,3,codes,,04RU
Replacement,Replacement > Artery > Peroneal > Right,Replacement > Artery > Peroneal > Right,3,codes,,04RT
Replacement,Replacement > Artery > Popliteal > Left,Replacement > Artery > Popliteal > Left,3,codes,,04RN
Replacement,Replacement > Artery > Popliteal > Right,Replacement > Artery > Popliteal > Right,3,codes,,04RM
Replacement,Replacement > Artery > Posterior Tibial > Left,Replacement > Artery > Posterior Tibial > Left,3,codes,,04RS
Replacement,Replacement > Artery > Posterior Tibial > Right,Replacement > Artery > Posterior Tibial > Right,3,codes,,04RR
Replacement,Replacement > Artery > Pulmonary > Left,Replacement > Artery > Pulmonary > Left,3,codes,,02RR
Replacement,Replacement > Artery > Pulmonary > Right,Replacement > Artery > Pulmonary > Right,3,codes,,02RQ
Replacement,Replacement > Artery > Pulmonary Trunk,Replacement > Artery > Pulmonary Trunk,2,codes,,02RP
Replacement,Replacement > Artery > Radial > Left,Replacement > Artery > Radial > Left,3,codes,,03RC
Replacement,Replacement > Artery > Radial > Right,Replacement > Artery > Radial > Right,3,codes,,03RB
Replacement,Replacement > Artery > Renal > Left,Replacement > Artery > Renal > Left,3,codes,,04RA
Replacement,Replacement > Artery > Renal > Right,Replacement > Artery > Renal > Right,3,codes,,04R9
Replacement,Replacement > Artery > Splenic,Replacement > Artery > Splenic,2,codes,,04R4
Replacement,Replacement > Artery > Subclavian > Left,Replacement > Artery > Subclavian > Left,3,codes,,03R4
Replacement,Replacement > Artery > Subclavian > Right,Replacement > Artery > Subclavian > Right,3,codes,,03R3
Replacement,Replacement > Artery > Superior Mesenteric,Replacement > Artery > Superior Mesenteric,2,codes,,04R5
Replacement,Replacement > Artery > Temporal > Left,Replacement > Artery > Temporal > Left,3,codes,,03RT
Replacement,Replacement > Artery > Temporal > Right,Replacement > Artery > Temporal > Right,3,codes,,03RS
Replacement,Replacement > Artery > Thyroid > Left,Replacement > Artery > Thyroid > Left,3,codes,,03RV
Replacement,Replacement > Artery > Thyroid > Right,Replacement > Artery > Thyroid > Right,3,codes,,03RU
Replacement,Replacement > Artery > Ulnar > Left,Replacement > Artery > Ulnar > Left,3,codes,,03RA
Replacement,Replacement > Artery > Ulnar > Right,Replacement > Artery > Ulnar > Right,3,codes,,03R9
Replacement,Replacement > Artery > Upper,Replacement > Artery > Upper,2,codes,,03RY
Replacement,Replacement > Artery > Vertebral > Left,Replacement > Artery > Vertebral > Left,3,codes,,03RQ
Replacement,Replacement > Artery > Vertebral > Right,Replacement > Artery > Vertebral > Right,3,codes,,03RP
Replacement,Replacement > Atrium > Left,Replacement > Atrium > Left,2,codes,,02R7
Replacement,Replacement > Atrium > Right,Replacement > Atrium > Right,2,codes,,02R6
Replacement,Replacement > Auditory Ossicle > Left,Replacement > Auditory Ossicle > Left,2,codes,,09RA0
Replacement,Replacement > Auditory Ossicle > Right,Replacement > Auditory Ossicle > Right,2,codes,,09R90
Replacement,Replacement > Bladder,Replacement > Bladder,1,codes,,0TRB
Replacement,Replacement > Bladder Neck,Replacement > Bladder Neck,1,codes,,0TRC
Replacement,Replacement > Bone > Ethmoid > Left,Replacement > Bone > Ethmoid > Left,3,codes,,0NRG
Replacement,Replacement > Bone > Ethmoid > Right,Replacement > Bone > Ethmoid > Right,3,codes,,0NRF
Replacement,Replacement > Bone > Frontal,Replacement > Bone > Frontal,2,codes,,0NR1
Replacement,Replacement > Bone > Hyoid,Replacement > Bone > Hyoid,2,codes,,0NRX
Replacement,Replacement > Bone > Lacrimal > Left,Replacement > Bone > Lacrimal > Left,3,codes,,0NRJ
Replacement,Replacement > Bone > Lacrimal > Right,Replacement > Bone > Lacrimal > Right,3,codes,,0NRH
Replacement,Replacement > Bone > Nasal,Replacement > Bone > Nasal,2,codes,,0NRB
Replacement,Replacement > Bone > Occipital,Replacement > Bone > Occipital,2,codes,,0NR7
Replacement,Replacement > Bone > Palatine > Left,Replacement > Bone > Palatine > Left,3,codes,,0NRL
Replacement,Replacement > Bone > Palatine > Right,Replacement > Bone > Palatine > Right,3,codes,,0NRK
Replacement,Replacement > Bone > Parietal > Left,Replacement > Bone > Parietal > Left,3,codes,,0NR4
Replacement,Replacement > Bone > Parietal > Right,Replacement > Bone > Parietal > Right,3,codes,,0NR3
Replacement,Replacement > Bone > Pelvic > Left,Replacement > Bone > Pelvic > Left,3,codes,,0QR3
Replacement,Replacement > Bone > Pelvic > Right,Replacement > Bone > Pelvic > Right,3,codes,,0QR2
Replacement,Replacement > Bone > Sphenoid,Replacement > Bone > Sphenoid,2,codes,,0NRC
Replacement,Replacement > Bone > Temporal > Left,Replacement > Bone > Temporal > Left,3,codes,,0NR6
Replacement,Replacement > Bone > Temporal > Right,Replacement > Bone > Temporal > Right,3,codes,,0NR5
Replacement,Replacement > Bone > Zygomatic > Left,Replacement > Bone > Zygomatic > Left,3,codes,,0NRN
Replacement,Replacement > Bone > Zygomatic > Right,Replacement > Bone > Zygomatic > Right,3,codes,,0NRM
Replacement,Replacement > Breast > Bilateral,Replacement > Breast > Bilateral,2,codes,,0HRV
Replacement,Replacement > Breast > Left,Replacement > Breast > Left,2,codes,,0HRU
Replacement,Replacement > Breast > Right,Replacement > Breast > Right,2,codes,,0HRT
Replacement,Replacement > Bronchus > Lingula,Replacement > Bronchus > Lingula,2,codes,,0BR9
Replacement,Replacement > Bronchus > Lower Lobe > Left,Replacement > Bronchus > Lower Lobe > Left,3,codes,,0BRB
Replacement,Replacement > Bronchus > Lower Lobe > Right,Replacement > Bronchus > Lower Lobe > Right,3,codes,,0BR6
Replacement,Replacement > Bronchus > Main > Left,Replacement > Bronchus > Main > Left,3,codes,,0BR7
Replacement,Replacement > Bronchus > Main > Right,Replacement > Bronchus > Main > Right,3,codes,,0BR3
Replacement,"Replacement > Bronchus > Middle Lobe, Right","Replacement > Bronchus > Middle Lobe, Right",2,codes,,0BR5
Replacement,Replacement > Bronchus > Upper Lobe > Left,Replacement > Bronchus > Upper Lobe > Left,3,codes,,0BR8
